"Time","__name__","cpqHoMibHealthStatusArray","instance","job","Value"
1736703442543,cpqHoMibHealthStatusArray,0x0202020202020202020100000202020202020200000000000000000000000000,srvviot01.indux.org:9116,prometheus-snmp-ilo,1
